IRIS	nlog	stot	nlog_ccthpV	stot_ccthpV	nlog_ccthpB	stot_ccthpB	nlog_rppoRS	stot_rppoRS	stot_vac	nlog_vac	stot_vac2a	nlog_vac2a	stot_vac5a	nlog_vac5a	INSEE_COM	NOM_COM	CODE_IRIS	NOM_IRIS	TYP_IRIS	geometry
132080603	725	57156	54	4040	0	0	31	2284	4040	54	491	8	53	1	NA	NA	NA	NA	NA	list()
132080604	1062	72187	108	5769	0	0	35	2438	5769	108	1500	29	550	9	NA	NA	NA	NA	NA	list()
132080701	1598	99214	202	12497	0	0	61	3684	12497	202	4412	66	2753	40	NA	NA	NA	NA	NA	list()
132080702	2708	147663	379	18204	0	0	96	5429	18204	379	3675	79	1266	29	NA	NA	NA	NA	NA	list()
132080703	1843	120279	274	16386	0	0	30	2114	16386	274	3925	67	990	16	NA	NA	NA	NA	NA	list()
132080704	1971	119005	278	14450	0	0	66	3903	14450	278	3391	70	1714	37	NA	NA	NA	NA	NA	list()
132080801	1481	89607	286	15774	0	0	14	1152	15774	286	5072	94	892	19	NA	NA	NA	NA	NA	list()
132080802	972	65773	154	9481	0	0	7	383	9481	154	3928	66	1618	29	NA	NA	NA	NA	NA	list()
132080803	1458	107934	182	11979	0	0	46	3764	11979	182	2973	52	872	18	NA	NA	NA	NA	NA	list()
132080804	1602	108990	218	14758	0	0	63	4264	14758	218	2424	37	494	8	NA	NA	NA	NA	NA	list()
132080805	1892	153381	233	17088	0	0	66	5548	17088	233	3699	46	2162	24	NA	NA	NA	NA	NA	list()
132080806	549	65875	64	6271	0	0	21	2787	6271	64	1509	17	1258	13	NA	NA	NA	NA	NA	list()
132080901	1473	107653	141	9893	0	0	46	3299	9893	141	1256	20	355	5	NA	NA	NA	NA	NA	list()
132080902	1064	70283	102	6219	0	0	38	2072	6219	102	590	8	79	1	NA	NA	NA	NA	NA	list()
132080903	1686	117559	200	11350	0	0	41	2841	11350	200	1749	38	537	11	NA	NA	NA	NA	NA	list()
132080904	844	66514	89	6978	0	0	27	1945	6978	89	1356	21	489	7	NA	NA	NA	NA	NA	list()
132080905	1160	76147	265	15360	0	0	31	2082	15360	265	1593	28	167	3	NA	NA	NA	NA	NA	list()
132081001	1055	78647	81	5549	0	0	31	2180	5549	81	678	11	129	3	NA	NA	NA	NA	NA	list()
132081002	2034	126011	289	14137	0	0	70	4518	14137	289	2704	53	910	18	NA	NA	NA	NA	NA	list()
132081003	1191	83835	129	7888	0	0	44	3443	7888	129	991	16	308	4	NA	NA	NA	NA	NA	list()
132081004	572	39303	37	2599	0	0	6	581	2599	37	869	12	143	2	NA	NA	NA	NA	NA	list()
132090101	1393	99663	179	10173	0	0	36	2324	10173	179	3893	82	1919	53	NA	NA	NA	NA	NA	list()
132090102	1579	122554	116	8120	0	0	54	3907	8120	116	1358	21	286	5	NA	NA	NA	NA	NA	list()
132090103	40	3757	0	0	0	0	2	199	0	0	0	0	0	0	NA	NA	NA	NA	NA	list()
132090104	213	11083	15	599	0	0	36	1302	599	15	45	1	45	1	NA	NA	NA	NA	NA	list()
132090201	1627	121227	208	11911	0	0	64	5166	11911	208	876	13	398	6	NA	NA	NA	NA	NA	list()
132090202	1574	115322	139	9133	0	0	46	3795	9133	139	2270	28	969	8	NA	NA	NA	NA	NA	list()
132090203	1554	120238	122	8211	0	0	74	5834	8211	122	1680	26	409	10	NA	NA	NA	NA	NA	list()
132090204	1625	105858	144	8564	0	0	72	4922	8564	144	1870	30	840	13	NA	NA	NA	NA	NA	list()
132090301	20	1839	3	291	0	0	0	0	291	3	0	0	0	0	NA	NA	NA	NA	NA	list()
132090401	1693	121915	184	11189	0	0	57	4033	11189	184	1792	26	884	11	NA	NA	NA	NA	NA	list()
132090402	1505	108095	122	7523	0	0	26	2242	7523	122	2201	37	607	9	NA	NA	NA	NA	NA	list()
132090403	434	30875	31	2101	0	0	9	674	2101	31	51	1	0	0	NA	NA	NA	NA	NA	list()
132090404	1098	76813	89	5314	0	0	26	2149	5314	89	853	17	219	6	NA	NA	NA	NA	NA	list()
132090405	1186	70985	126	5975	0	0	39	2334	5975	126	1405	29	600	13	NA	NA	NA	NA	NA	list()
132090406	1099	77222	90	5432	0	0	31	2146	5432	90	1308	20	244	3	NA	NA	NA	NA	NA	list()
132090407	1072	76812	100	6377	1	77	16	1221	6377	100	1574	26	484	8	NA	NA	NA	NA	NA	list()
132090408	752	50654	53	3521	0	0	19	1268	3521	53	504	9	149	3	NA	NA	NA	NA	NA	list()
132090501	665	52057	54	3159	0	0	19	1384	3159	54	595	9	287	3	NA	NA	NA	NA	NA	list()
132090502	312	35117	18	1675	0	0	6	555	1675	18	178	3	99	1	NA	NA	NA	NA	NA	list()
132090503	74	5614	5	311	0	0	0	0	311	5	201	2	0	0	NA	NA	NA	NA	NA	list()
132090601	1654	116040	149	8301	0	0	27	1802	8301	149	1611	31	686	15	NA	NA	NA	NA	NA	list()
132090602	541	27140	44	2336	0	0	1	80	2336	44	1014	25	669	18	NA	NA	NA	NA	NA	list()
132090603	407	10698	19	614	0	0	1	140	614	19	194	3	75	1	NA	NA	NA	NA	NA	list()
132090701	1366	106493	102	7809	0	0	31	2391	7809	102	1509	19	586	7	NA	NA	NA	NA	NA	list()
132090702	855	61624	62	4551	0	0	12	950	4551	62	1402	21	460	8	NA	NA	NA	NA	NA	list()
132090703	567	47839	62	4872	0	0	23	2004	4872	62	2055	28	1096	15	NA	NA	NA	NA	NA	list()
132090704	1189	79627	159	7537	0	0	34	2441	7537	159	700	12	84	1	NA	NA	NA	NA	NA	list()
132090801	1401	89286	191	11791	0	0	47	3073	11791	191	2826	43	1263	19	NA	NA	NA	NA	NA	list()
132090802	643	40307	64	3851	0	0	29	1822	3851	64	493	8	266	4	NA	NA	NA	NA	NA	list()
132090803	1574	97574	147	8529	0	0	46	3054	8529	147	1986	37	592	11	NA	NA	NA	NA	NA	list()
132090804	587	44394	52	3537	0	0	18	1315	3537	52	836	13	517	7	NA	NA	NA	NA	NA	list()
132090805	718	47935	57	3498	0	0	21	1239	3498	57	585	11	50	1	NA	NA	NA	NA	NA	list()
132090806	1226	74190	117	6421	0	0	33	1724	6421	117	1256	21	520	8	NA	NA	NA	NA	NA	list()
132090807	1009	69012	117	6632	0	0	24	1693	6632	117	1735	33	566	12	NA	NA	NA	NA	NA	list()
